Line list produced by PGOPHER 10.1.182 04 Dec 2018 20:59  32 bit (fpc 3.3.1 i386-Darwin),10001182
Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
AlH_Plus,Ground,15.5,f,2,Ground,14.5,f,1,1714.5635137936,3.14927316640682E-6,3262.80503687072,1548.24152307712,0.0390658064516129,5.78936579880398,0,rR2(14.5),Ground v=1_X 15.5 16 F2f - Ground v=0_X 14.5 15 F2f
AlH_Plus,Ground,13.5,e,2,Ground,12.5,e,1,1715.63250499703,3.16582572496132E-6,2728.68431521952,1013.05181022249,0.0340137777777778,5.77155819506269,0,rR1(12.5),Ground v=1_X 13.5 13 F1e - Ground v=0_X 12.5 12 F1e
AlH_Plus,Ground,12.5,f,2,Ground,11.5,f,1,1715.66090499703,3.17492349705769E-6,2728.00459021952,1012.34368522249,0.03148704,5.75408529854559,0,rR2(11.5),Ground v=1_X 12.5 13 F2f - Ground v=0_X 11.5 12 F2f
AlH_Plus,Ground,15.5,e,2,Ground,14.5,e,1,1716.03526648127,3.15197644990118E-6,3074.46359556,1358.42832907873,0.0390658064516129,5.80428708442431,0,rR1(14.5),Ground v=1_X 15.5 15 F1e - Ground v=0_X 14.5 14 F1e
AlH_Plus,Ground,14.5,f,2,Ground,13.5,f,1,1716.07626648127,3.15884497280941E-6,3073.68317056,1357.60690407873,0.03654,5.79135898225059,0,rR2(13.5),Ground v=1_X 14.5 15 F2f - Ground v=0_X 13.5 14 F2f
AlH_Plus,Ground,14.5,e,2,Ground,13.5,e,1,1716.39161118841,3.15942543946016E-6,2896.07633524,1179.68472405159,0.03654,5.79455221448574,0,rR1(13.5),Ground v=1_X 14.5 14 F1e - Ground v=0_X 13.5 13 F1e
AlH_Plus,Ground,13.5,f,2,Ground,12.5,f,1,1716.42631118841,3.16729052121225E-6,2895.34626024,1178.91994905159,0.0340137777777778,5.77957323107447,0,rR2(12.5),Ground v=1_X 13.5 14 F2f - Ground v=0_X 12.5 13 F2f
AlH_Plus,Ground,40.5,e,2,Ground,39.5,e,1,1738.91951685152,3.13239690354525E-6,10102.40119136,8363.48167450848,0.102165925925926,6.16387908923999,0,rR1(39.5),Ground v=1_X 40.5 40 F1e - Ground v=0_X 39.5 39 F1e
AlH_Plus,Ground,39.5,f,2,Ground,38.5,f,1,1739.11801685152,3.13372166890777E-6,10100.36201636,8361.24399950848,0.0996425316455696,6.16403891273857,0,rR2(38.5),Ground v=1_X 39.5 40 F2f - Ground v=0_X 38.5 39 F2f
AlH_Plus,Ground,41.5,e,2,Ground,40.5,e,1,1861.1983814016,3.35167832238612E-6,10423.2400409267,8562.04165952512,0.104689301204819,7.56004631159139,0,rR1(40.5),Ground v=1_X 41.5 41 F1e - Ground v=0_X 40.5 40 F1e
AlH_Plus,Ground,40.5,f,2,Ground,39.5,f,1,1861.4031814016,3.35303244639442E-6,10421.1505159267,8559.74733452512,0.102165925925926,7.56026504403259,0,rR2(39.5),Ground v=1_X 40.5 41 F2f - Ground v=0_X 39.5 40 F2f
AlH_Plus,Ground,42.5,e,2,Ground,43.5,e,1,1907.37074774778,3.35492477767217E-6,10740.0484606022,8832.67771285446,0.109736,8.33066115982007,0,pP1(43.5),Ground v=1_X 42.5 42 F1e - Ground v=0_X 43.5 43 F1e
AlH_Plus,Ground,41.5,f,2,Ground,42.5,f,1,1907.69514774778,3.35457731720914E-6,10737.9085856022,8830.21343785446,0.107212658823529,8.3371410319541,0,pP2(42.5),Ground v=1_X 41.5 42 F2f - Ground v=0_X 42.5 43 F2f
AlH_Plus,Ground,42.5,e,2,Ground,41.5,e,1,2025.91485304925,3.6472806675632E-6,10740.0484606022,8714.13360755299,0.107212658823529,9.75291913233233,0,rR1(41.5),Ground v=1_X 42.5 42 F1e - Ground v=0_X 41.5 41 F1e
AlH_Plus,Ground,41.5,f,2,Ground,40.5,f,1,2026.12595304926,3.64868275360583E-6,10737.9085856022,8711.78263255298,0.104689301204819,9.75316959386796,0,rR2(40.5),Ground v=1_X 41.5 42 F2f - Ground v=0_X 40.5 41 F2f
AlH_Plus,Ground,43.5,e,2,Ground,42.5,e,1,2243.04746461048,4.0371078710594E-6,11051.7268072803,8808.67934266984,0.109736,13.2405274822691,0,rR1(42.5),Ground v=1_X 43.5 43 F1e - Ground v=0_X 42.5 42 F1e
AlH_Plus,Ground,42.5,f,2,Ground,41.5,f,1,2243.26486461049,4.03857869969361E-6,11049.5365822803,8806.27171766984,0.107212658823529,13.2407541064257,0,rR2(41.5),Ground v=1_X 42.5 43 F2f - Ground v=0_X 41.5 42 F2f
AlH_Plus,Ground,43.5,e,2,Ground,44.5,e,1,2280.81084819328,4.01282671491683E-6,11051.7268072803,8770.91595908704,0.112259325842697,14.2406892602146,0,pP1(44.5),Ground v=1_X 43.5 43 F1e - Ground v=0_X 44.5 44 F1e
AlH_Plus,Ground,42.5,f,2,Ground,43.5,f,1,2281.14154819328,4.01236010903901E-6,11049.5365822803,8768.39503408704,0.109736,14.2505235800264,0,pP2(43.5),Ground v=1_X 42.5 43 F2f - Ground v=0_X 43.5 44 F2f
AlH_Plus,Ground,44.5,e,2,Ground,43.5,e,1,2524.44265682554,4.54241159227564E-6,11357.12036968,8832.67771285446,0.112259325842697,18.8799088434159,0,rR1(43.5),Ground v=1_X 44.5 44 F1e - Ground v=0_X 43.5 43 F1e
AlH_Plus,Ground,43.5,f,2,Ground,42.5,f,1,2524.66635682554,4.54397447300974E-6,11354.87979468,8830.21343785446,0.109736,18.8799949724775,0,rR2(42.5),Ground v=1_X 43.5 44 F2f - Ground v=0_X 42.5 43 F2f
AlH_Plus,Ground,44.5,e,2,Ground,45.5,e,1,2751.47484124669,4.84211538081788E-6,11357.12036968,8605.64552843331,0.114782637362637,24.995036235684,0,pP1(45.5),Ground v=1_X 44.5 44 F1e - Ground v=0_X 45.5 45 F1e
AlH_Plus,Ground,43.5,f,2,Ground,44.5,f,1,2751.81184124669,4.84149927633255E-6,11354.87979468,8603.06795343331,0.112259325842697,25.0103290477767,0,pP2(44.5),Ground v=1_X 43.5 44 F2f - Ground v=0_X 44.5 45 F2f
AlH_Plus,Ground,45.5,e,2,Ground,44.5,e,1,2884.10137023296,5.18830413891778E-6,11655.01732932,8770.91595908704,0.114782637362637,28.1606955337988,0,rR1(44.5),Ground v=1_X 45.5 45 F1e - Ground v=0_X 44.5 44 F1e
AlH_Plus,Ground,44.5,f,2,Ground,43.5,f,1,2884.33137023296,5.18998528910372E-6,11652.72640432,8768.39503408704,0.112259325842697,28.160400242989,0,rR2(43.5),Ground v=1_X 44.5 45 F2f - Ground v=0_X 43.5 44 F2f
AlH_Plus,Ground,46.5,e,2,Ground,45.5,e,1,3338.50114564061,6.00433486790565E-6,11944.1466740739,8605.64552843331,0.117305935483871,43.6888049171503,0,rR1(45.5),Ground v=1_X 46.5 46 F1e - Ground v=0_X 45.5 45 F1e
AlH_Plus,Ground,45.5,f,2,Ground,44.5,f,1,3338.73744564061,6.00616382168903E-6,11941.8053990739,8603.06795343331,0.114782637362637,43.6876433871597,0,rR2(44.5),Ground v=1_X 45.5 46 F2f - Ground v=0_X 44.5 45 F2f
AlH_Plus,Ground,45.5,e,2,Ground,46.5,e,1,3338.79843062232,5.87710635688537E-6,11655.01732932,8316.21889869768,0.117305935483871,44.6504874566358,0,pP1(46.5),Ground v=1_X 45.5 45 F1e - Ground v=0_X 46.5 46 F1e
AlH_Plus,Ground,44.5,f,2,Ground,45.5,f,1,3339.14173062232,5.87630651394626E-6,11652.72640432,8313.58467369768,0.114782637362637,44.6747048476039,0,pP2(45.5),Ground v=1_X 44.5 45 F2f - Ground v=0_X 45.5 46 F2f
AlH_Plus,Ground,47.5,e,2,Ground,46.5,e,1,3906.95716560856,7.0251361944268E-6,12223.1760643062,8316.21889869768,0.119829221052632,70.0375418748214,0,rR1(46.5),Ground v=1_X 47.5 47 F1e - Ground v=0_X 46.5 46 F1e
AlH_Plus,Ground,46.5,f,2,Ground,45.5,f,1,3907.19976560856,7.02714624470035E-6,12220.7844393062,8313.58467369768,0.117305935483871,70.0345632778792,0,rR2(45.5),Ground v=1_X 46.5 47 F2f - Ground v=0_X 45.5 46 F2f
AlH_Plus,Ground,46.5,e,2,Ground,47.5,e,1,4065.46293534983,7.1578521733228E-6,11944.1466740739,7878.6837387241,0.119829221052632,80.5913337235235,0,pP1(47.5),Ground v=1_X 46.5 46 F1e - Ground v=0_X 47.5 47 F1e
AlH_Plus,Ground,45.5,f,2,Ground,46.5,f,1,4065.81253534982,7.15682997759012E-6,11941.8053990739,7875.9928637241,0.117305935483871,80.6301845745995,0,pP2(46.5),Ground v=1_X 45.5 46 F2f - Ground v=0_X 46.5 47 F2f
AlH_Plus,Ground,48.5,e,2,Ground,47.5,e,1,4612.02591286502,8.2911457716246E-6,12490.7096515891,7878.6837387241,0.122352494845361,115.235266984888,0,rR1(47.5),Ground v=1_X 48.5 48 F1e - Ground v=0_X 47.5 47 F1e
AlH_Plus,Ground,47.5,f,2,Ground,46.5,f,1,4612.27481286502,8.29337444795205E-6,12488.2676765891,7875.9928637241,0.119829221052632,115.228649922901,0,rR2(46.5),Ground v=1_X 47.5 48 F2f - Ground v=0_X 46.5 47 F2f
AlH_Plus,Ground,47.5,e,2,Ground,48.5,e,1,4957.84559067783,8.73093924600384E-6,12223.1760643062,7265.33047362841,0.122352494845361,146.131562902074,0,pP1(48.5),Ground v=1_X 47.5 47 F1e - Ground v=0_X 48.5 48 F1e
AlH_Plus,Ground,46.5,f,2,Ground,47.5,f,1,4958.20149067784,8.72965118122933E-6,12220.7844393062,7262.58294862841,0.119829221052632,146.194434565497,0,pP2(47.5),Ground v=1_X 46.5 47 F2f - Ground v=0_X 47.5 48 F2f
AlH_Plus,Ground,49.5,e,2,Ground,48.5,e,1,5479.95537637159,9.84941185786995E-6,12745.28585,7265.33047362841,0.124875757575758,193.344866015,0,rR1(48.5),Ground v=1_X 49.5 49 F1e - Ground v=0_X 48.5 48 F1e
AlH_Plus,Ground,48.5,f,2,Ground,47.5,f,1,5480.21057637159,9.85190144338756E-6,12742.793525,7262.58294862841,0.122352494845361,193.331195149046,0,rR2(47.5),Ground v=1_X 48.5 49 F2f - Ground v=0_X 47.5 48 F2f
AlH_Plus,Ground,48.5,e,2,Ground,49.5,e,1,6046.52059368287,0.0000106503747189696,12490.7096515891,6444.18905790625,0.124875757575758,265.028215205665,0,pP1(49.5),Ground v=1_X 48.5 48 F1e - Ground v=0_X 49.5 49 F1e
AlH_Plus,Ground,47.5,f,2,Ground,48.5,f,1,6046.88279368287,0.0000106487717968911,12488.2676765891,6441.38488290625,0.122352494845361,265.13050020665,0,pP2(48.5),Ground v=1_X 47.5 48 F2f - Ground v=0_X 48.5 49 F2f
AlH_Plus,Ground,49.5,f,2,Ground,48.5,f,1,6541.44750209375,0.0000117572874539384,12982.832385,6441.38488290625,0.124875757575758,328.869167937463,0,rR2(48.5),Ground v=1_X 49.5 50 F2f - Ground v=0_X 48.5 49 F2f
AlH_Plus,Ground,48.5,f,2,Ground,49.5,f,1,7367.18386878125,0.0000129765982949009,12742.793525,5375.60965621875,0.124875757575758,479.380131148721,0,pP2(49.5),Ground v=1_X 48.5 49 F2f - Ground v=0_X 49.5 50 F2f
AlH_Plus,Excited,14.5,f,1,Ground,15.5,f,2,25851.5488163703,0.0000274912064454807,29114.353853241,3262.80503687072,0.0241254817363538,13071.8749557128,0,oP12(15.5),Excited v=0_A 14.5 14 F1f - Ground v=1_X 15.5 16 F2f
AlH_Plus,Excited,15.5,f,1,Ground,16.5,f,2,25852.4227640348,0.0000248377516809565,29314.906399957,3462.48363592224,0.0231584096961391,11764.837825522,0,oP12(16.5),Excited v=0_A 15.5 15 F1f - Ground v=1_X 16.5 17 F2f
AlH_Plus,Excited,13.5,f,1,Ground,14.5,f,2,25852.7138199969,0.0000306074610808827,28926.3969905569,3073.68317056,0.0251803177481132,14619.9212572836,0,oP12(14.5),Excited v=0_A 13.5 13 F1f - Ground v=1_X 14.5 15 F2f
AlH_Plus,Excited,16.5,f,1,Ground,17.5,f,2,25855.4456586177,0.0000225645309575483,29527.917705434,3672.47204681632,0.0222738641972377,10653.5948472372,0,oP12(17.5),Excited v=0_A 16.5 16 F1f - Ground v=1_X 17.5 18 F2f
AlH_Plus,Excited,12.5,f,1,Ground,13.5,f,2,25855.814126973,0.0000342905663830644,28751.160387213,2895.34626024,0.0263265079850065,16467.1333602004,0,oP12(13.5),Excited v=0_A 12.5 12 F1f - Ground v=1_X 13.5 14 F2f
AlH_Plus,Excited,17.5,f,1,Ground,18.5,f,2,25860.7351932097,0.0000206057490727253,29753.2390380897,3892.50384488,0.0214659404616238,9702.71922339045,0,oP12(18.5),Excited v=0_A 17.5 17 F1f - Ground v=1_X 18.5 19 F2f
AlH_Plus,Excited,11.5,f,1,Ground,12.5,f,2,25860.7509632489,0.0000386719843392636,28588.7555534684,2728.00459021952,0.0275643310559509,18688.8704856258,0,oP12(12.5),Excited v=0_A 11.5 11 F1f - Ground v=1_X 12.5 13 F2f
AlH_Plus,Excited,10.5,f,1,Ground,11.5,f,2,25867.4287757382,0.0000439177647320087,28439.2799928925,2571.85121715424,0.0288879678324599,21383.4383768153,0,oP12(11.5),Excited v=0_A 10.5 10 F1f - Ground v=1_X 11.5 12 F2f
AlH_Plus,Excited,18.5,f,1,Ground,19.5,f,2,25868.4180267639,0.0000189087014236547,29990.7102748839,4122.29224812,0.0207286304651635,8884.23558894225,0,oP12(19.5),Excited v=0_A 18.5 18 F1f - Ground v=1_X 19.5 20 F2f
AlH_Plus,Excited,9.5,f,1,Ground,10.5,f,2,25875.7533323267,0.0000502365961861781,28302.8159662422,2427.06263391552,0.0302808922881067,24679.7708300343,0,oP12(10.5),Excited v=0_A 9.5  9 F1f - Ground v=1_X 10.5 11 F2f
AlH_Plus,Excited,19.5,f,1,Ground,20.5,f,2,25878.6310033115,0.0000174309270932406,30240.1602195694,4361.52921625792,0.020056135860399,8175.88188147776,0,oP12(20.5),Excited v=0_A 19.5 19 F1f - Ground v=1_X 20.5 21 F2f
AlH_Plus,Excited,8.5,f,1,Ground,9.5,f,2,25885.6294989734,0.0000578873223057649,28179.4288850134,2293.79938604,0.0317083402588591,28747.5368815775,0,oP12(9.5),Excited v=0_A 8.5  8 F1f - Ground v=1_X 9.5 10 F2f
AlH_Plus,Excited,20.5,f,1,Ground,21.5,f,2,25891.5223460076,0.0000161380135661371,30501.4068483539,4609.88450234624,0.0194430301877857,7559.80967551261,0,oP12(21.5),Excited v=0_A 20.5 20 F1f - Ground v=1_X 21.5 22 F2f
AlH_Plus,Excited,7.5,f,1,Ground,8.5,f,2,25896.9586280412,0.0000671821422105177,28069.1652688012,2172.20664076,0.0331052120659319,33810.0741356336,0,oP12(8.5),Excited v=0_A 7.5  7 F1f - Ground v=1_X 8.5  9 F2f
AlH_Plus,Excited,21.5,f,1,Ground,22.5,f,2,25907.252843842,0.0000150019034899273,30774.2575008071,4867.00465696512,0.018884331670937,7021.60632404803,0,oP12(22.5),Excited v=0_A 21.5 21 F1f - Ground v=1_X 22.5 23 F2f
AlH_Plus,Excited,6.5,f,1,Ground,7.5,f,2,25909.6355484596,0.0000784765385946933,27972.0502570743,2062.41470861472,0.0343571635190035,40160.2697404213,0,oP12(7.5),Excited v=0_A 6.5  6 F1f - Ground v=1_X 7.5  8 F2f
AlH_Plus,Excited,5.5,f,1,Ground,6.5,f,2,25923.5453072711,0.0000921260374387826,27888.0848249134,1964.53951764224,0.0352723841703974,48179.2681536717,0,oP12(6.5),Excited v=0_A 5.5  5 F1f - Ground v=1_X 6.5  7 F2f
AlH_Plus,Excited,22.5,f,1,Ground,23.5,f,2,25925.9970442463,0.0000139995854933593,31058.5090292463,5132.511985,0.0183755239621281,6549.55425167354,0,oP12(23.5),Excited v=0_A 22.5 22 F1f - Ground v=1_X 23.5 24 F2f
AlH_Plus,Excited,4.5,f,1,Ground,5.5,f,2,25938.5601662301,0.000108366931925694,27817.2432063824,1878.68304015232,0.0355427431469808,58359.5562013604,0,oP12(5.5),Excited v=0_A 4.5  4 F1f - Ground v=1_X 5.5  6 F2f
AlH_Plus,Excited,23.5,f,1,Ground,24.5,f,2,25947.9444614461,0.0000131120781148466,31353.9479164461,5406.003455,0.0179125475680901,6134.06595024808,0,oP12(24.5),Excited v=0_A 23.5 23 F1f - Ground v=1_X 24.5 25 F2f
AlH_Plus,Excited,3.5,f,1,Ground,4.5,f,2,25954.5380131429,0.00012702652256973,27759.4716852229,1804.93367208,0.0346976363019373,71346.5955579875,0,oP12(4.5),Excited v=0_A 3.5  3 F1f - Ground v=1_X 4.5  5 F2f
AlH_Plus,Excited,2.5,f,1,Ground,3.5,f,2,25971.324294084,0.000146822005054471,27714.690859004,1743.36656492,0.0320631234173555,88076.5519300666,0,oP12(3.5),Excited v=0_A 2.5  2 F1f - Ground v=1_X 3.5  4 F2f
AlH_Plus,Excited,24.5,f,1,Ground,25.5,f,2,25973.3008079093,0.0000123236375710384,31660.3503690264,5687.04956111712,0.0174917757169768,5767.24995338762,0,oP12(25.5),Excited v=0_A 24.5 24 F1f - Ground v=1_X 25.5 26 F2f
AlH_Plus,Excited,1.5,f,1,Ground,2.5,f,2,25988.7603369756,0.000163373182587232,27682.8042472175,1694.04391024192,0.0267402362429308,110404.146199281,0,oP12(2.5),Excited v=0_A 1.5  1 F1f - Ground v=1_X 2.5  3 F2f
AlH_Plus,Excited,25.5,f,1,Ground,26.5,f,2,26002.2892544146,0.0000116211368963972,31977.4823920408,5975.19313762624,0.0171099829219676,5442.57510011563,0,oP12(26.5),Excited v=0_A 25.5 25 F1f - Ground v=1_X 26.5 27 F2f
AlH_Plus,Excited,7.5,e,1,Ground,8.5,e,2,26006.1235787775,0.00036822837469398,28068.9662623922,2062.84268361472,0.180689500945119,186880.180160864,0,pP1(8.5),Excited v=0_A 7.5  7 F1e - Ground v=1_X 8.5  8 F1e
AlH_Plus,Excited,8.5,e,1,Ground,9.5,e,2,26006.5260182219,0.000380112978296056,28179.2109839819,2172.68496576,0.207242649281715,190536.024901258,0,pP1(9.5),Excited v=0_A 8.5  8 F1e - Ground v=1_X 9.5  9 F1e
AlH_Plus,Excited,7.5,e,1,Ground,7.5,f,2,26006.5515537775,0.000121285724802351,28068.9662623922,2062.41470861472,0.0529012197592727,54716.3920308269,0,pQ12(7.5),Excited v=0_A 7.5  7 F1e - Ground v=1_X 7.5  8 F2f
AlH_Plus,Excited,0.5,f,1,Ground,1.5,f,2,26006.7001832138,0.00016046092633328,27663.71536,1657.01517678624,0.0174969688888889,144781.14914888,0,pP12(1.5),Excited v=0_A 0.5  1 F1f - Ground v=1_X 1.5  2 F2f
AlH_Plus,Excited,6.5,e,1,Ground,7.5,e,2,26006.953866316,0.000353922195109049,27971.8710089583,1964.91714264224,0.154367929275906,182482.384471938,0,pP1(7.5),Excited v=0_A 6.5  6 F1e - Ground v=1_X 7.5  7 F1e
AlH_Plus,Excited,8.5,e,1,Ground,8.5,f,2,26007.0043432219,0.000103185704299663,28179.2109839819,2172.20664076,0.0506314647938062,46552.4368839645,0,pQ12(8.5),Excited v=0_A 8.5  8 F1e - Ground v=1_X 8.5  9 F2f
AlH_Plus,Excited,6.5,e,1,Ground,6.5,f,2,26007.331491316,0.00014398245466182,27971.8710089583,1964.53951764224,0.0549491020652792,64959.6066632293,0,pQ12(6.5),Excited v=0_A 6.5  6 F1e - Ground v=1_X 6.5  7 F2f
AlH_Plus,Excited,9.5,e,1,Ground,10.5,e,2,26008.2517812582,0.000390066243681671,28302.5798422982,2294.32806104,0.2339207093778,193595.653114907,0,pP1(10.5),Excited v=0_A 9.5  9 F1e - Ground v=1_X 10.5 10 F1e
AlH_Plus,Excited,9.5,e,1,Ground,9.5,f,2,26008.7804562582,0.0000886399319899719,28302.5798422982,2293.79938604,0.0483234803317542,39995.5449356604,0,pQ12(9.5),Excited v=0_A 9.5  9 F1e - Ground v=1_X 9.5 10 F2f
AlH_Plus,Excited,5.5,e,1,Ground,6.5,e,2,26008.9161177498,0.000336585385616794,27887.9264329021,1879.01031515232,0.128445774285044,177185.745245922,0,pP1(6.5),Excited v=0_A 5.5  5 F1e - Ground v=1_X 6.5  6 F1e
AlH_Plus,Excited,5.5,e,1,Ground,5.5,f,2,26009.2433927498,0.000172630002813592,27887.9264329021,1878.68304015232,0.056466203515373,77895.7820610113,0,pQ12(5.5),Excited v=0_A 5.5  5 F1e - Ground v=1_X 5.5  6 F2f
AlH_Plus,Excited,10.5,e,1,Ground,11.5,e,2,26011.384506861,0.000398477203942763,28439.0261657766,2427.64165891552,0.260657387596468,196182.925710798,0,pP1(11.5),Excited v=0_A 10.5 10 F1e - Ground v=1_X 11.5 11 F1e
AlH_Plus,Excited,4.5,e,1,Ground,5.5,e,2,26011.8964385294,0.000315473982518688,27817.1070356094,1805.21059708,0.103179058889946,170856.322210859,0,pP1(5.5),Excited v=0_A 4.5  4 F1e - Ground v=1_X 5.5  5 F1e
AlH_Plus,Excited,10.5,e,1,Ground,10.5,f,2,26011.963531861,0.0000768516921675635,28439.0261657766,2427.06263391552,0.0460809859897491,34685.0187957417,0,pQ12(10.5),Excited v=0_A 10.5 10 F1e - Ground v=1_X 10.5 11 F2f
AlH_Plus,Excited,4.5,e,1,Ground,4.5,f,2,26012.1733635294,0.000208985897870967,27817.1070356094,1804.93367208,0.0569585763527919,94321.8885376402,0,pQ12(4.5),Excited v=0_A 4.5  4 F1e - Ground v=1_X 4.5  5 F2f
AlH_Plus,Excited,3.5,e,1,Ground,4.5,e,2,26015.7662291265,0.000289676862971773,27759.3593690465,1743.59313992,0.0789397908521878,163470.462510941,0,pP1(4.5),Excited v=0_A 3.5  3 F1e - Ground v=1_X 4.5  4 F1e
AlH_Plus,Excited,3.5,e,1,Ground,3.5,f,2,26015.9928041265,0.000255439634080742,27759.3593690465,1743.36656492,0.0556873627259365,115321.774846606,0,pQ12(3.5),Excited v=0_A 3.5  3 F1e - Ground v=1_X 3.5  4 F2f
AlH_Plus,Excited,11.5,e,1,Ground,12.5,e,2,26016.003832546,0.000405652164482349,28588.4844247002,2572.48059215424,0.287412294574292,198398.921238584,0,pP1(12.5),Excited v=0_A 11.5 11 F1e - Ground v=1_X 12.5 12 F1e
AlH_Plus,Excited,11.5,e,1,Ground,11.5,f,2,26016.633207546,0.0000672147412563772,28588.4844247002,2571.85121715424,0.0439585605679794,30346.523551643,0,pQ12(11.5),Excited v=0_A 11.5 11 F1e - Ground v=1_X 11.5 12 F2f
AlH_Plus,Excited,2.5,e,1,Ground,3.5,e,2,26020.3840944222,0.000257955670674288,27714.6042296642,1694.22013524192,0.0562263831385051,155329.3228119,0,pP1(3.5),Excited v=0_A 2.5  2 F1e - Ground v=1_X 3.5  3 F1e
AlH_Plus,Excited,2.5,e,1,Ground,2.5,f,2,26020.5603194222,0.000316052311115279,27714.6042296642,1694.04391024192,0.0516668947586409,142736.316748775,0,pQ12(2.5),Excited v=0_A 2.5  2 F1e - Ground v=1_X 2.5  3 F2f
AlH_Plus,Excited,12.5,e,1,Ground,13.5,e,2,26022.1879517751,0.000411831737538403,28750.8722669947,2728.68431521952,0.314161396219771,200324.626180826,0,pP1(13.5),Excited v=0_A 12.5 12 F1e - Ground v=1_X 13.5 13 F1e
AlH_Plus,Excited,12.5,e,1,Ground,12.5,f,2,26022.8676767751,0.0000592679429997673,28750.8722669947,2728.00459021952,0.0419813918735008,26771.4804459942,0,pQ12(12.5),Excited v=0_A 12.5 12 F1e - Ground v=1_X 12.5 13 F2f
AlH_Plus,Excited,1.5,e,1,Ground,2.5,e,2,26025.6041017166,0.00021788434258719,27682.7451535029,1657.14105178624,0.0356119076110885,147659.415992434,0,pP1(2.5),Excited v=0_A 1.5  1 F1e - Ground v=1_X 2.5  2 F1e
AlH_Plus,Excited,1.5,e,1,Ground,1.5,f,2,26025.7299767166,0.00040338904111809,27682.7451535029,1657.01517678624,0.0439541566370251,182251.940632611,0,pQ12(1.5),Excited v=0_A 1.5  1 F1e - Ground v=1_X 1.5  2 F2f
AlH_Plus,Excited,13.5,e,1,Ground,14.5,e,2,26030.0157833597,0.000417205261080271,28926.0921185997,2896.07633524,0.340890881046528,202024.522699519,0,pP1(14.5),Excited v=0_A 13.5 13 F1e - Ground v=1_X 14.5 14 F1e
AlH_Plus,Excited,13.5,e,1,Ground,13.5,f,2,26030.7458583597,0.0000526595356961214,28926.0921185997,2895.34626024,0.0401575518710473,23800.8505072285,0,pQ12(13.5),Excited v=0_A 13.5 13 F1e - Ground v=1_X 13.5 14 F2f
AlH_Plus,Excited,0.5,e,1,Ground,1.5,e,2,26031.2925348589,0.000160612660751637,27663.68536,1632.39282514112,0.0174969688888889,145192.259767505,0,qP1(1.5),Excited v=0_A 0.5  1 F1e - Ground v=1_X 1.5  1 F1e
AlH_Plus,Excited,0.5,e,1,Ground,0.5,f,2,26031.3680598589,0.000642452506958743,27663.68536,1632.31730014112,0.0349939377777778,290387.047033916,0,qQ12(0.5),Excited v=0_A 0.5  1 F1e - Ground v=1_X 0.5  1 F2f
AlH_Plus,Excited,26.5,f,1,Ground,27.5,f,2,26035.151722907,0.0000109935767746013,32305.0998489329,6269.94812602592,0.0167643111163624,5154.60906836862,0,oP12(27.5),Excited v=0_A 26.5 26 F1f - Ground v=1_X 27.5 28 F2f
AlH_Plus,Excited,8.5,f,2,Ground,9.5,f,2,26039.3222889466,0.000352725985278658,28333.1216749866,2293.79938604,0.192068682899036,177254.196686281,0,pP2(9.5),Excited v=0_A 8.5  9 F2f - Ground v=1_X 9.5 10 F2f
AlH_Plus,Excited,14.5,e,1,Ground,15.5,e,2,26039.5688190966,0.000421922401873446,29114.0324146566,3074.46359556,0.367593275986089,203550.002631026,0,pP1(15.5),Excited v=0_A 14.5 14 F1e - Ground v=1_X 15.5 15 F1e
AlH_Plus,Excited,9.5,f,2,Ground,10.5,f,2,26040.1893998423,0.000366762481452001,28467.2520337578,2427.06263391552,0.219675806124592,182476.982929835,0,pP2(10.5),Excited v=0_A 9.5 10 F2f - Ground v=1_X 10.5 11 F2f
AlH_Plus,Excited,7.5,f,2,Ground,8.5,f,2,26040.2648904388,0.000335691318062412,28212.4715311988,2172.20664076,0.164507613032107,170814.861793911,0,pP2(8.5),Excited v=0_A 7.5  8 F2f - Ground v=1_X 8.5  9 F2f
AlH_Plus,Excited,14.5,e,1,Ground,14.5,f,2,26040.3492440966,0.0000471198238208175,29114.0324146566,3073.68317056,0.038485478653395,21312.7501535699,0,pQ12(14.5),Excited v=0_A 14.5 14 F1e - Ground v=1_X 14.5 15 F2f
AlH_Plus,Excited,10.5,f,2,Ground,11.5,f,2,26042.8709499533,0.000378453413288902,28614.7221671075,2571.85121715424,0.247259845500873,186775.94048866,0,pP2(11.5),Excited v=0_A 10.5 11 F2f - Ground v=1_X 11.5 12 F2f
AlH_Plus,Excited,6.5,f,2,Ground,7.5,f,2,26043.029034311,0.000314797865008206,28105.4437429257,2062.41470861472,0.137113131592108,162760.472600542,0,pP2(7.5),Excited v=0_A 6.5  7 F2f - Ground v=1_X 7.5  8 F2f
AlH_Plus,Excited,0.5,f,1,Ground,0.5,e,2,26043.71536,0.000642757237540386,27663.71536,1620,0.0349939377777778,290800.455615509,0,rQ1(0.5),Excited v=0_A 0.5  1 F1f - Ground v=1_X 0.5  0 F1e
AlH_Plus,Excited,11.5,f,2,Ground,12.5,f,2,26047.3862563121,0.000388295483687797,28775.3908465316,2728.00459021952,0.274783291344049,190368.449500078,0,pP2(12.5),Excited v=0_A 11.5 12 F2f - Ground v=1_X 12.5 13 F2f
